"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","77","Test visibility login form","LMS System","Tue Oct 07 18:39:44 UTC 2025","passed","Tue Oct 07 18:39:44 UTC 2025","Authorization","Authentication","",""
"","103","test_courses_full_view_edit_course_item[chromium-1]","LMS System","Tue Oct 07 18:39:56 UTC 2025","passed","Tue Oct 07 18:39:56 UTC 2025","Courses_list","Courses","",""
"","114","test_courses_full_view_delete_course_item[chromium-0]","LMS System","Tue Oct 07 18:39:55 UTC 2025","passed","Tue Oct 07 18:39:56 UTC 2025","Courses_list","Courses","",""
"","375","Test fill and visibility create course form","LMS System","Tue Oct 07 18:40:03 UTC 2025","passed","Tue Oct 07 18:40:03 UTC 2025","Create_course","Courses","",""
"","175","Test URL after click login and check visibility","LMS System","Tue Oct 07 18:39:49 UTC 2025","passed","Tue Oct 07 18:39:49 UTC 2025","Registration","Authentication","",""
"","261","test_exercise_create_form[chromium-0-Ex #2-Desc #2]","LMS System","Tue Oct 07 18:40:06 UTC 2025","passed","Tue Oct 07 18:40:07 UTC 2025","Create_course","Courses","",""
"","262","Test visibility registration form","LMS System","Tue Oct 07 18:39:51 UTC 2025","passed","Tue Oct 07 18:39:51 UTC 2025","Registration","Authentication","",""
"","168","Test visibility login form","LMS System","Tue Oct 07 18:39:44 UTC 2025","passed","Tue Oct 07 18:39:44 UTC 2025","Authorization","Authentication","",""
"","202","test_exercise_create_form[chromium-0-Ex #1-Desc #1]","LMS System","Tue Oct 07 18:40:06 UTC 2025","passed","Tue Oct 07 18:40:06 UTC 2025","Create_course","Courses","",""
"","36","test_courses_full_view_edit_button[chromium-1]","LMS System","Tue Oct 07 18:39:55 UTC 2025","passed","Tue Oct 07 18:39:55 UTC 2025","Courses_list","Courses","",""
"","200","Test fill and visibility create course form","LMS System","Tue Oct 07 18:40:04 UTC 2025","passed","Tue Oct 07 18:40:04 UTC 2025","Create_course","Courses","",""
"","153","test_courses_full_view_course_card[chromium-1-Test course #2-12-3-2h 30m]","LMS System","Tue Oct 07 18:39:57 UTC 2025","passed","Tue Oct 07 18:39:57 UTC 2025","Courses_list","Courses","",""
"","193","Test visibility login form","LMS System","Tue Oct 07 18:39:42 UTC 2025","passed","Tue Oct 07 18:39:43 UTC 2025","Authorization","Authentication","",""
"","126","Test visibility registration form","LMS System","Tue Oct 07 18:39:46 UTC 2025","passed","Tue Oct 07 18:39:46 UTC 2025","Registration","Authentication","",""
"","973","Successful login after logout after registration","LMS System","Tue Oct 07 18:39:50 UTC 2025","passed","Tue Oct 07 18:39:51 UTC 2025","Registration","Authentication","",""
"","362","Successful registration with correct credits","LMS System","Tue Oct 07 18:39:48 UTC 2025","passed","Tue Oct 07 18:39:49 UTC 2025","Registration","Authentication","",""
"","343","Test fill and visibility create course form","LMS System","Tue Oct 07 18:40:03 UTC 2025","passed","Tue Oct 07 18:40:03 UTC 2025","Create_course","Courses","",""
"","128","test_courses_full_view_delete_course_item[chromium-1]","LMS System","Tue Oct 07 18:39:57 UTC 2025","passed","Tue Oct 07 18:39:57 UTC 2025","Courses_list","Courses","",""
"","776","test_create_course[chromium]","LMS System","Tue Oct 07 18:39:58 UTC 2025","passed","Tue Oct 07 18:39:59 UTC 2025","Courses_list","Courses","",""
"","307","Test visibility registration form","LMS System","Tue Oct 07 18:39:47 UTC 2025","passed","Tue Oct 07 18:39:47 UTC 2025","Registration","Authentication","",""
"","123","test_exercise_create_form[chromium-0--]","LMS System","Tue Oct 07 18:40:07 UTC 2025","passed","Tue Oct 07 18:40:07 UTC 2025","Create_course","Courses","",""
"","609","Successful registration with correct credits","LMS System","Tue Oct 07 18:39:46 UTC 2025","passed","Tue Oct 07 18:39:47 UTC 2025","Registration","Authentication","",""
"","116","test_exercise_create_form[chromium-0-Ex #4-Desc #4]","LMS System","Tue Oct 07 18:40:08 UTC 2025","passed","Tue Oct 07 18:40:08 UTC 2025","Create_course","Courses","",""
"","155","test_exercise_subtitle[chromium-0]","LMS System","Tue Oct 07 18:40:06 UTC 2025","passed","Tue Oct 07 18:40:06 UTC 2025","Create_course","Courses","",""
"","259","Test URL after click registration and check visibility","LMS System","Tue Oct 07 18:39:42 UTC 2025","passed","Tue Oct 07 18:39:43 UTC 2025","Authorization","Authentication","",""
"","38","Test visibility create exercises toolbar","LMS System","Tue Oct 07 18:40:05 UTC 2025","passed","Tue Oct 07 18:40:05 UTC 2025","Create_course","Courses","",""
"","147","test_empty_courses_list[chromium]","LMS System","Tue Oct 07 18:39:48 UTC 2025","passed","Tue Oct 07 18:39:49 UTC 2025","Courses_list","Courses","",""
"","252","Test alert after login with incorrect credits","LMS System","Tue Oct 07 18:39:42 UTC 2025","passed","Tue Oct 07 18:39:43 UTC 2025","Authorization","Authentication","",""
"","59","Test image form upload image","LMS System","Tue Oct 07 18:40:01 UTC 2025","passed","Tue Oct 07 18:40:01 UTC 2025","Create_course","Courses","",""
"","90","Test empty view before create exercises","LMS System","Tue Oct 07 18:40:05 UTC 2025","passed","Tue Oct 07 18:40:05 UTC 2025","Create_course","Courses","",""
"","88","test_exercise_delete_button[chromium-0]","LMS System","Tue Oct 07 18:40:06 UTC 2025","passed","Tue Oct 07 18:40:06 UTC 2025","Create_course","Courses","",""
"","177","Test alert after login with incorrect credits","LMS System","Tue Oct 07 18:39:44 UTC 2025","passed","Tue Oct 07 18:39:44 UTC 2025","Authorization","Authentication","",""
"","170","Test fill and visibility create course form","LMS System","Tue Oct 07 18:40:03 UTC 2025","passed","Tue Oct 07 18:40:03 UTC 2025","Create_course","Courses","",""
"","818","Successful registration with correct credits","LMS System","Tue Oct 07 18:39:44 UTC 2025","passed","Tue Oct 07 18:39:45 UTC 2025","Registration","Authentication","",""
"","1185","Successful login after logout after registration","LMS System","Tue Oct 07 18:39:46 UTC 2025","passed","Tue Oct 07 18:39:47 UTC 2025","Registration","Authentication","",""
"","41","Test visibility create course toolbar","LMS System","Tue Oct 07 18:40:01 UTC 2025","passed","Tue Oct 07 18:40:01 UTC 2025","Create_course","Courses","",""
"","73","Test image form after upload image","LMS System","Tue Oct 07 18:40:03 UTC 2025","passed","Tue Oct 07 18:40:03 UTC 2025","Create_course","Courses","",""
"","39","test_courses_full_view_edit_button[chromium-0]","LMS System","Tue Oct 07 18:39:53 UTC 2025","passed","Tue Oct 07 18:39:53 UTC 2025","Courses_list","Courses","",""
"","1570","test_edit_course[chromium]","LMS System","Tue Oct 07 18:39:58 UTC 2025","passed","Tue Oct 07 18:39:59 UTC 2025","Courses_list","Courses","",""
"","1111","Successful login after logout after registration","LMS System","Tue Oct 07 18:39:49 UTC 2025","passed","Tue Oct 07 18:39:50 UTC 2025","Registration","Authentication","",""
"","187","Test fill and visibility create course form","LMS System","Tue Oct 07 18:40:05 UTC 2025","passed","Tue Oct 07 18:40:05 UTC 2025","Create_course","Courses","",""
"","33","Test empty view before upload image","LMS System","Tue Oct 07 18:40:01 UTC 2025","passed","Tue Oct 07 18:40:01 UTC 2025","Create_course","Courses","",""
"","250","Test alert after login with incorrect credits","LMS System","Tue Oct 07 18:39:42 UTC 2025","passed","Tue Oct 07 18:39:43 UTC 2025","Authorization","Authentication","",""
"","141","test_courses_full_view_course_card[chromium-0-Test course #1-10-1-1h 20m]","LMS System","Tue Oct 07 18:39:56 UTC 2025","passed","Tue Oct 07 18:39:56 UTC 2025","Courses_list","Courses","",""
"","135","Test fully view after upload image","LMS System","Tue Oct 07 18:40:01 UTC 2025","passed","Tue Oct 07 18:40:01 UTC 2025","Create_course","Courses","",""
"","149","test_courses_full_view_edit_course_item[chromium-0]","LMS System","Tue Oct 07 18:39:55 UTC 2025","passed","Tue Oct 07 18:39:55 UTC 2025","Courses_list","Courses","",""
"","76","test_courses_empty_view[chromium]","LMS System","Tue Oct 07 18:39:50 UTC 2025","passed","Tue Oct 07 18:39:50 UTC 2025","Courses_list","Courses","",""
