"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1675","test_edit_course[chromium]","LMS System","Tue Oct 07 18:53:20 UTC 2025","passed","Tue Oct 07 18:53:22 UTC 2025","Courses_list","Courses","",""
"","104","test_exercise_delete_button[chromium-0]","LMS System","Tue Oct 07 18:53:27 UTC 2025","passed","Tue Oct 07 18:53:27 UTC 2025","Create_course","Courses","",""
"","138","test_courses_full_view_edit_course_item[chromium-1]","LMS System","Tue Oct 07 18:53:14 UTC 2025","passed","Tue Oct 07 18:53:14 UTC 2025","Courses_list","Courses","",""
"","38","test_courses_full_view_edit_button[chromium-0]","LMS System","Tue Oct 07 18:53:15 UTC 2025","passed","Tue Oct 07 18:53:15 UTC 2025","Courses_list","Courses","",""
"","38","Test empty view before upload image","LMS System","Tue Oct 07 18:53:20 UTC 2025","passed","Tue Oct 07 18:53:20 UTC 2025","Create_course","Courses","",""
"","575","Successful registration with correct credits","LMS System","Tue Oct 07 18:53:06 UTC 2025","passed","Tue Oct 07 18:53:07 UTC 2025","Registration","Authentication","",""
"","159","Test image form after upload image","LMS System","Tue Oct 07 18:53:22 UTC 2025","passed","Tue Oct 07 18:53:22 UTC 2025","Create_course","Courses","",""
"","595","Successful registration with correct credits","LMS System","Tue Oct 07 18:53:02 UTC 2025","passed","Tue Oct 07 18:53:03 UTC 2025","Registration","Authentication","",""
"","105","test_courses_full_view_delete_course_item[chromium-0]","LMS System","Tue Oct 07 18:53:18 UTC 2025","passed","Tue Oct 07 18:53:18 UTC 2025","Courses_list","Courses","",""
"","1269","Successful login after logout after registration","LMS System","Tue Oct 07 18:53:04 UTC 2025","passed","Tue Oct 07 18:53:06 UTC 2025","Registration","Authentication","",""
"","204","test_exercise_create_form[chromium-0-Ex #4-Desc #4]","LMS System","Tue Oct 07 18:53:28 UTC 2025","passed","Tue Oct 07 18:53:29 UTC 2025","Create_course","Courses","",""
"","87","test_courses_full_view_delete_course_item[chromium-1]","LMS System","Tue Oct 07 18:53:20 UTC 2025","passed","Tue Oct 07 18:53:20 UTC 2025","Courses_list","Courses","",""
"","89","Test image form upload image","LMS System","Tue Oct 07 18:53:22 UTC 2025","passed","Tue Oct 07 18:53:22 UTC 2025","Create_course","Courses","",""
"","296","test_exercise_create_form[chromium-0-Ex #2-Desc #2]","LMS System","Tue Oct 07 18:53:28 UTC 2025","passed","Tue Oct 07 18:53:28 UTC 2025","Create_course","Courses","",""
"","163","Test alert after login with incorrect credits","LMS System","Tue Oct 07 18:53:06 UTC 2025","passed","Tue Oct 07 18:53:06 UTC 2025","Authorization","Authentication","",""
"","72","Check URL after click logout button","LMS System","Tue Oct 07 18:53:30 UTC 2025","passed","Tue Oct 07 18:53:30 UTC 2025","Dashboard","Dashboard","",""
"","365","Test fill and visibility create course form","LMS System","Tue Oct 07 18:53:24 UTC 2025","passed","Tue Oct 07 18:53:24 UTC 2025","Create_course","Courses","",""
"","167","Test fill and visibility create course form","LMS System","Tue Oct 07 18:53:24 UTC 2025","passed","Tue Oct 07 18:53:24 UTC 2025","Create_course","Courses","",""
"","249","Test fill and visibility create course form","LMS System","Tue Oct 07 18:53:25 UTC 2025","passed","Tue Oct 07 18:53:25 UTC 2025","Create_course","Courses","",""
"","271","Test visibility registration form","LMS System","Tue Oct 07 18:53:12 UTC 2025","passed","Tue Oct 07 18:53:12 UTC 2025","Registration","Authentication","",""
"","128","test_courses_full_view_edit_course_item[chromium-0]","LMS System","Tue Oct 07 18:53:12 UTC 2025","passed","Tue Oct 07 18:53:12 UTC 2025","Courses_list","Courses","",""
"","231","Test visibility login form","LMS System","Tue Oct 07 18:53:04 UTC 2025","passed","Tue Oct 07 18:53:05 UTC 2025","Authorization","Authentication","",""
"","135","test_empty_courses_list[chromium]","LMS System","Tue Oct 07 18:53:13 UTC 2025","passed","Tue Oct 07 18:53:13 UTC 2025","Courses_list","Courses","",""
"","283","test_exercise_create_form[chromium-0-Ex #1-Desc #1]","LMS System","Tue Oct 07 18:53:27 UTC 2025","passed","Tue Oct 07 18:53:27 UTC 2025","Create_course","Courses","",""
"","268","Test visibility login form","LMS System","Tue Oct 07 18:53:02 UTC 2025","passed","Tue Oct 07 18:53:02 UTC 2025","Authorization","Authentication","",""
"","189","Test URL after click login and check visibility","LMS System","Tue Oct 07 18:53:10 UTC 2025","passed","Tue Oct 07 18:53:10 UTC 2025","Registration","Authentication","",""
"","85","Test empty view before create exercises","LMS System","Tue Oct 07 18:53:26 UTC 2025","passed","Tue Oct 07 18:53:26 UTC 2025","Create_course","Courses","",""
"","82","Check URL after click courses button","LMS System","Tue Oct 07 18:53:29 UTC 2025","passed","Tue Oct 07 18:53:29 UTC 2025","Dashboard","Dashboard","",""
"","110","test_courses_empty_view[chromium]","LMS System","Tue Oct 07 18:53:10 UTC 2025","passed","Tue Oct 07 18:53:10 UTC 2025","Courses_list","Courses","",""
"","136","test_courses_full_view_course_card[chromium-0-Test course #1-10-1-1h 20m]","LMS System","Tue Oct 07 18:53:17 UTC 2025","passed","Tue Oct 07 18:53:17 UTC 2025","Courses_list","Courses","",""
"","197","test_exercise_create_form[chromium-0--]","LMS System","Tue Oct 07 18:53:27 UTC 2025","passed","Tue Oct 07 18:53:28 UTC 2025","Create_course","Courses","",""
"","189","Test URL after click registration and check visibility","LMS System","Tue Oct 07 18:53:02 UTC 2025","passed","Tue Oct 07 18:53:02 UTC 2025","Authorization","Authentication","",""
"","877","test_create_course[chromium]","LMS System","Tue Oct 07 18:53:18 UTC 2025","passed","Tue Oct 07 18:53:19 UTC 2025","Courses_list","Courses","",""
"","148","Test alert after login with incorrect credits","LMS System","Tue Oct 07 18:53:04 UTC 2025","passed","Tue Oct 07 18:53:04 UTC 2025","Authorization","Authentication","",""
"","301","Test visibility registration form","LMS System","Tue Oct 07 18:53:08 UTC 2025","passed","Tue Oct 07 18:53:08 UTC 2025","Registration","Authentication","",""
"","41","Test visibility create exercises toolbar","LMS System","Tue Oct 07 18:53:25 UTC 2025","passed","Tue Oct 07 18:53:25 UTC 2025","Create_course","Courses","",""
"","72","Test fully view after upload image","LMS System","Tue Oct 07 18:53:22 UTC 2025","passed","Tue Oct 07 18:53:22 UTC 2025","Create_course","Courses","",""
"","61","Test visibility create course toolbar","LMS System","Tue Oct 07 18:53:18 UTC 2025","passed","Tue Oct 07 18:53:19 UTC 2025","Create_course","Courses","",""
"","273","Check dashboard displaying navbar, sidebar and charts","LMS System","Tue Oct 07 18:53:29 UTC 2025","passed","Tue Oct 07 18:53:29 UTC 2025","Dashboard","Dashboard","",""
"","890","Successful login after logout after registration","LMS System","Tue Oct 07 18:53:07 UTC 2025","passed","Tue Oct 07 18:53:08 UTC 2025","Registration","Authentication","",""
"","542","Successful registration with correct credits","LMS System","Tue Oct 07 18:53:04 UTC 2025","passed","Tue Oct 07 18:53:05 UTC 2025","Registration","Authentication","",""
"","170","Test visibility registration form","LMS System","Tue Oct 07 18:53:10 UTC 2025","passed","Tue Oct 07 18:53:10 UTC 2025","Registration","Authentication","",""
"","101","test_courses_full_view_course_card[chromium-1-Test course #2-12-3-2h 30m]","LMS System","Tue Oct 07 18:53:19 UTC 2025","passed","Tue Oct 07 18:53:19 UTC 2025","Courses_list","Courses","",""
"","1115","Successful login after logout after registration","LMS System","Tue Oct 07 18:53:07 UTC 2025","passed","Tue Oct 07 18:53:09 UTC 2025","Registration","Authentication","",""
"","186","Test visibility login form","LMS System","Tue Oct 07 18:53:06 UTC 2025","passed","Tue Oct 07 18:53:06 UTC 2025","Authorization","Authentication","",""
"","302","Test fill and visibility create course form","LMS System","Tue Oct 07 18:53:24 UTC 2025","passed","Tue Oct 07 18:53:24 UTC 2025","Create_course","Courses","",""
"","232","Test alert after login with incorrect credits","LMS System","Tue Oct 07 18:53:02 UTC 2025","passed","Tue Oct 07 18:53:02 UTC 2025","Authorization","Authentication","",""
"","57","test_courses_full_view_edit_button[chromium-1]","LMS System","Tue Oct 07 18:53:17 UTC 2025","passed","Tue Oct 07 18:53:17 UTC 2025","Courses_list","Courses","",""
"","184","Test fill and visibility create course form","LMS System","Tue Oct 07 18:53:23 UTC 2025","passed","Tue Oct 07 18:53:24 UTC 2025","Create_course","Courses","",""
"","131","test_exercise_subtitle[chromium-0]","LMS System","Tue Oct 07 18:53:26 UTC 2025","passed","Tue Oct 07 18:53:26 UTC 2025","Create_course","Courses","",""
"","86","Check URL after click dashboard button","LMS System","Tue Oct 07 18:53:30 UTC 2025","passed","Tue Oct 07 18:53:30 UTC 2025","Dashboard","Dashboard","",""
